place_id,poi_type,name,primary_type,latitude,longitude,distance_from_center_m,area
ChIJy0w3JhwZ6zkRrOkrA5kGBko,clinic,Krishna Kunti Building,medical_clinic,27.6999478,85.32693789999999,1224.84,Baneshwor
ChIJu3PJibQZ6zkRhJO8wRSMWDw,clinic,Dr Bishal Mani Poudel Clinic ( Jibika Pharmacy & Health Clinic ),medical_clinic,27.6837727,85.33264,1225.15,Baneshwor
ChIJkXcXEmgZ6zkRZEQDiFet4F8,clinic,Max Family Dental Clinic,dental_clinic,27.6982963,85.3488321,1226.29,Baneshwor
ChIJ6YCXxqYZ6zkRzCs36mufiZE,clinic,Kunta Devi Health Care & Diagnostic Centre Pvt. Ltd.,medical_clinic,27.7015423,85.32827689999999,1230.48,Baneshwor
ChIJG9zkt-0Z6zkRUspwwCpFKjs,clinic,Best Therapy and Mental Health Counseling Service- Mind Care,medical_clinic,27.6837896,85.3323519,1234.51,Baneshwor
ChIJxx6mLYQZ6zkRXU6qXSPLCDI,clinic,Gulf International Medical & Diagnostic Center Pvt. Ltd.,medical_clinic,27.697815,85.349273,1246.92,Baneshwor
ChIJF8ilXboZ6zkR6z9s7pbwEa0,clinic,Merit Home Care Clinic,medical_clinic,27.6904209,85.3253617,1247.02,Baneshwor
ChIJ3_NSlKkZ6zkRFpLGprGnlMg,clinic,Henkhama Korean Skin Care and beauty clinic,skin_care_clinic,27.6859514,85.3462998,1250.73,Baneshwor
ChIJZ10gf-IjTisR1J8xDYqCi9Y,clinic,Agrim Dental and Multispecialty Dental Clinic Kathmandu,dental_clinic,27.7018545,85.3282162,1258.79,Baneshwor
ChIJbddeaqAZ6zkRuA-5TUM-UBw,clinic,Padma Eye Clinic & Optical Center,medical_clinic,27.7046496,85.33296589999999,1265.58,Baneshwor
ChIJy-K9N-gZ6zkRTMDPLsdmwxI,clinic,Tinkune Swasthya Clinic,skin_care_clinic,27.6859996,85.3465707,1265.85,Baneshwor
ChIJO_fd_7gY6zkRYagkbOqM6mI,clinic,All Nepal Health Treatment Clinic Pvt.Ltd,medical_clinic,27.6875744,85.34803670000001,1266.93,Baneshwor
ChIJWQoxGwAZ6zkRuEfIavbr2b4,clinic,Adwait Dental Home Tinkune Branch,dental_clinic,27.6851766,85.34557629999999,1266.95,Baneshwor
ChIJYRFTLSsZ6zkRdDvGAsrRoGk,clinic,Tinkune Pharmacy,pharmacy,27.686007,85.3466572,1271.38,Baneshwor
ChIJm5sQcgAZ6zkR9aTNjTMrAbA,clinic,Kathmandu National Medical College & Teaching Hospital,hospital,27.7015003,85.327544,1280.92,Baneshwor
ChIJS8wLzi4Z6zkRfP1ldoFIeb8,clinic,Pashupati Vision and Optic Center,medical_clinic,27.6850248,85.345612,1282.22,Baneshwor
ChIJ1X7NFekZ6zkRPnjiK_OzGHk,clinic,Jeewan Seva Company Pvt. Ltd - Online Medical and Pharmacy,medical_clinic,27.6963966,85.3501721,1288.27,Baneshwor
ChIJ_deu5IcZ6zkRXHJ-QD0uW14,clinic,TRISHULI MEDICAL & CLINIC PVT. LTD.,medical_clinic,27.6972783,85.3499485,1291.27,Baneshwor
ChIJhxY1egAZ6zkR6Kbx_z-siNY,clinic,Equator Health Care,medical_clinic,27.6847936,85.3455463,1298.23,Baneshwor
ChIJwQy3fgAZ6zkRKpaFnUU0sFs,clinic,Novo Dental Clinic,dental_clinic,27.6848465,85.3456708,1301.27,Baneshwor
ChIJX3J3E7gZ6zkRNgJDCi7MU7M,clinic,Happy Health Clinic,store,27.7017244,85.3274625,1303.37,Baneshwor
ChIJf6hMq-oZ6zkRgHV3IUQC4tM,clinic,Sadhana Ayurved Upachar Sewa Pvt. Ltd.,medical_clinic,27.6824869,85.33456029999999,1305.61,Baneshwor
ChIJF9Z22DbG-6IRGDekyP1WPmw,clinic,Counseling Center- NSRC,health,27.6844867,85.3452647,1308.55,Baneshwor
ChIJexDbOo0Z6zkR-aq9vItcO8A,clinic,"मनोविश्लेषण केन्द्र, नेपाल (Psychoanalysis Centre, Nepal)",medical_clinic,27.6846059,85.3455214,1313.18,Baneshwor
ChIJ8U2mz04Z6zkRUKG7aJFASdg,clinic,Enrich Hair & Beauty Clinic,skin_care_clinic,27.6840065,85.34459149999999,1314.97,Baneshwor
ChIJUxGRGm0Z6zkR80-iQgPetWA,clinic,Fertility Centre Nepal,medical_clinic,27.6892893,85.3250352,1321.77,Baneshwor
ChIJ6b_XU1IZ6zkRQ8XUOoZpZtg,clinic,Equator Mind and Wellness,medical_clinic,27.6845609,85.3456538,1325.12,Baneshwor
ChIJi5WbgsEZ6zkRMRz_qyyNsJI,clinic,Zen Dental Clinic,dental_clinic,27.697351,85.35028750000001,1325.57,Baneshwor
ChIJMRptTzQZ6zkR8xjXFrraEYU,clinic,United Diagnostic Center Pvt. Ltd.,medical_clinic,27.697046,85.35041770000001,1328.71,Baneshwor
ChIJ_3VjPAAZ6zkR82gdNl4lGOQ,clinic,Ashirbad Health care Clinic,medical_clinic,27.6825932,85.3330998,1332.34,Baneshwor
ChIJ2wBpZYYZ6zkRqkbtK0bLqJU,clinic,Nojomi Pvt Polyclinic. LTD.,government_office,27.6969149,85.35049769999999,1332.65,Baneshwor
ChIJzy_FSf0Z6zkRs_HoTuPJa7Q,clinic,Elite Optica,medical_clinic,27.7052738,85.34231609999999,1348.64,Baneshwor
ChIJ7xuvlNcZ6zkR6qKvmoEdiZY,clinic,Spark Dental Care Pvt. Ltd.,dental_clinic,27.6971468,85.3506596,1354.62,Baneshwor
ChIJD4oTBeUZ6zkRl9WQmLPNc-Q,clinic,"Natural Health Home, Dr. Dharma Raj Karki is Founder and Chief Medical Officer of Natural Health Home.",medical_clinic,27.6823042,85.3332838,1357.37,Baneshwor
ChIJX2PC7SYZ6zkRKEXA-PY0Tdw,clinic,Jamkatel Pharma,pharmacy,27.6965661,85.35084979999999,1357.47,Baneshwor
ChIJ_25b2MIZ6zkR3cn6cx_1-BA,clinic,Aligner Dental Nepal,dental_clinic,27.7061404,85.3363538,1358.16,Baneshwor
ChIJ42Dw7p4Z6zkRWW_Le6kqmgk,clinic,Metro Eye Care,medical_clinic,27.68233,85.3421276,1375.09,Baneshwor
ChIJSbWaW0wZ6zkRZFI9PHtEHzw,clinic,Urban Health Promotion Center - Babarmahal KMC 11,medical_clinic,27.6915588,85.323678,1375.24,Baneshwor
ChIJu4ibTm8Z6zkR2WmiWQXsBUw,clinic,Subha Mangal Group Pvt. Ltd,medical_clinic,27.6844797,85.34645809999999,1382.1,Baneshwor
ChIJ8YvWNGCwjEIR0O98d4pPWZg,clinic,Subidha Dental Studio,dental_clinic,27.6847431,85.3468019,1382.38,Baneshwor
ChIJYREfsO4Z6zkR9Y5VoTTCiv8,clinic,Consult My Life,medical_clinic,27.6829431,85.3439499,1385.33,Baneshwor
ChIJLekCPgAZ6zkRSRsAUTHCOcs,clinic,Gental Dental Clinic,dental_clinic,27.696553100000003,85.3512362,1394.36,Baneshwor
ChIJYeg1pgoZ6zkROyuOsg5Rk28,clinic,मैतिदेवी मेडिकल,medical_clinic,27.7060735,85.3335776,1398.01,Baneshwor
ChIJGecJHZQZ6zkRsgcmATnN1Lg,clinic,Moktan Healthcare & Diagnostic Center,medical_clinic,27.6965505,85.35128,1398.52,Baneshwor
ChIJB9Tc_avVpqcRsgn7hePIXBA,clinic,Trust Dental Clinic,dental_clinic,27.681998,85.33277249999999,1405.35,Baneshwor
ChIJXaDqZQAZ6zkR0y7gsm5nHS0,clinic,Gairigaun Dental Home,dental_clinic,27.6912464,85.3513299,1406.23,Baneshwor
ChIJFYNBg5UZ6zkRJHcd-yFrf1s,clinic,Nirvana Psychosocial Care Center & Research Institute,medical_clinic,27.6818568,85.3330804,1410.83,Baneshwor
ChIJscsI-bgZ6zkRhdrMPiZZky4,clinic,Setidevi Medicine Suppluers,medical_clinic,27.6870482,85.32535159999999,1411.84,Baneshwor
ChIJxZb5IPoZ6zkRzrbxfUxVbB0,clinic,G.H. Medihealth Concern Pvt Ltd.,medical_clinic,27.6869596,85.3254049,1412.84,Baneshwor
ChIJ0UqrUQAZ6zkRUi1IAT4D1Sg,clinic,Dr Janer Kurumbang,medical_clinic,27.6818135,85.3326273,1429.4,Baneshwor
ChIJC3WyakoZ6zkRQnGqRtQFZeA,clinic,SkinDulge (Hair & Skin Clinic with Laser Services),medical_clinic,27.6870975,85.324968,1440.75,Baneshwor
ChIJzxYze8AZ6zkRg_nIAqvy-jw,clinic,MEGA VISION,store,27.681684,85.332144,1459.14,Baneshwor
ChIJgYgyNIYZ6zkR3pAPLDXSGUE,clinic,काठमाडौं मेडिकल कलेज शिक्षण अस्पताल फजियोथेरापी यूनिट,hospital,27.6959739,85.35205789999999,1462.37,Baneshwor
ChIJW8TbLQAZ6zkRRnUzuW4w-98,clinic,Unique Dental Art PVT.LTD,dental_clinic,27.6810039,85.3400267,1464.03,Baneshwor
ChIJ-79_JQAZ6zkRXTK1IWlli8A,clinic,Dillibazaar DOTS Clinic,medical_clinic,27.7050624,85.32922429999999,1472.68,Baneshwor
ChIJY4It2HcZ6zkRGDtzoOXkF8M,clinic,Purna Chandra Diagnostic Centre Pvt. Ltd.,medical_clinic,27.7063237,85.342805,1474.88,Baneshwor
ChIJdQCiPQAZ6zkRqv5E5BlYYbY,clinic,gaurimarg,dental_clinic,27.6877938,85.35066959999999,1477.25,Baneshwor
ChIJQe8dOwAZ6zkRHUrMIOhzT_A,clinic,Maa janaki international medical center pvt ltd,medical_clinic,27.7013311,85.3499068,1480.82,Baneshwor
ChIJjU9I2IRLOaURSkxaeziWN34,clinic,Wisdom Care Dental Clinic,dental_clinic,27.6878166,85.3507443,1482.59,Baneshwor
ChIJJaawCe8Z6zkReNL3hg0S55Q,clinic,General Physician,medical_clinic,27.7050559,85.32893299999999,1487.91,Baneshwor
ChIJGaHlRAAZ6zkR5Cx2Cu8H4ek,clinic,Dr. Nepolian Timilsina – Sleep Psychiatrist in Kathmandu | Insomnia & Sleep Disorders Specialist,doctor,27.7050731,85.3289487,1488.63,Baneshwor
ChIJKUyrWX8Z6zkRbWOdAU95kfY,clinic,Dr. Ram Narayan Shah - Chest Specialist & Allergist,doctor,27.7050679,85.3289085,1490.37,Baneshwor
ChIJZdS4XJEZ6zkRkS3wQdqIdqI,clinic,Shankhamul Dental Care,dental_clinic,27.6814459,85.33189159999999,1492.76,Baneshwor
ChIJYUJPHQAZ6zkR_EiyVcc8Fa8,clinic,Deep Talk Office,medical_clinic,27.6838089,85.3273959,1496.82,Baneshwor
ChIJf8obhnUZ6zkREL6gq_P9UYM,college,Elite CA,university,27.6943847,85.337261,48.66,Baneshwor
ChIJ2btiRVIZ6zkRkZvdFcrVFcY,college,Roshan khadka,university,27.6930928,85.33777979999999,104.15,Baneshwor
ChIJV_FKPJIZ6zkRYW9qnvz5bFA,college,Florida H. S. School,secondary_school,27.6942562,85.33626029999999,115.06,Baneshwor
ChIJwSnvW5cZ6zkRTqRGXO12HyU,college,Steiner Kindergarten Waldorf Based International.Pre-school,preschool,27.693906,85.338555,115.84,Baneshwor
ChIJBVgPwIwZ6zkRRugdXWQSo0Q,college,Everest Florida College,university,27.6942835,85.3362607,115.92,Baneshwor
ChIJ24OCjp4Z6zkRjZJOxupGnjA,college,Ambition Academy,school,27.694762,85.33638619999999,132.39,Baneshwor
ChIJq_4JcRwZ6zkRHDk1Oo8yXJU,college,Shubhashree College of Management,university,27.6928631,85.3358951,190.4,Baneshwor
ChIJd_baFpgZ6zkRMBdYdfPaQB0,college,Apollo International College AIC,university,27.6947232,85.3354186,210.94,Baneshwor
ChIJIccW8ZcZ6zkRHE6xZmWtyx0,college,एक्सल बिजनेस कलेज,university,27.6941345,85.33493279999999,241.72,Baneshwor
ChIJG4UVFZgZ6zkRWIoHEJwKyf4,college,Ambition College,university,27.6955639,85.3355239,255.35,Baneshwor
ChIJh3KtsJAZ6zkRjMNilSthmPU,college,CIST College,university,27.6933541,85.3400985,276.0,Baneshwor
ChIJPavX7RoZ6zkRX76ZdbZXlIY,college,Digital Udhyami,university,27.695186,85.3398223,276.42,Baneshwor
ChIJCwUFGAAZ6zkRfTqKdguxMrk,college,Ace Institute of Management New Building,university,27.6917917,85.3392533,303.56,Baneshwor
ChIJla3iZ4QZ6zkR3fVkL6Ix8gg,college,Ace International Business School,educational_institution,27.6918125,85.33931249999999,305.33,Baneshwor
ChIJixaz8L0Z6zkRpFU1GzguG4c,college,"Lakhechaur, Mid Baneshwore, Kathmandu",university,27.6942664,85.33401789999999,332.77,Baneshwor
ChIJSUiGxJAZ6zkRDqqHQx84yqw,college,International College of Hospitality Management,university,27.692564,85.3403701,332.81,Baneshwor
ChIJxe6U69UZ6zkRFx_Wpo6tbKc,college,ACCA at ArthaVidya Academy,educational_institution,27.6970552,85.33700549999999,346.14,Baneshwor
ChIJ5e4_YgYZ6zkRKoZBs8cdhSY,college,Imperial Business College,university,27.6926069,85.3341588,351.03,Baneshwor
ChIJq2CXvL4Z6zkRUjwyKJke6X0,college,Glacier International School,university,27.697282,85.3365039,379.33,Baneshwor
ChIJafRaUAAZ6zkRzEDbOGNzP4A,college,Pathshala PreUni Block,university,27.694218,85.3335321,379.94,Baneshwor
ChIJfX7Y0pYZ6zkRSnVLrdLPWx0,college,Ace Institute of Management,educational_institution,27.6908953,85.33937619999999,393.39,Baneshwor
ChIJp7XLDOEZ6zkRuZIper2KpF0,college,Star Boys College Of Technology,university,27.69203,85.3407666,396.53,Baneshwor
ChIJywoxKAAZ6zkRUPCXlTGr-Ik,college,Hariyali chwok,university,27.6906023,85.3389306,403.37,Baneshwor
ChIJI2IIkB0Z6zkRsLs5IJssAD8,college,Samaj School of Dentistry,university,27.6906848,85.33556709999999,405.58,Baneshwor
ChIJh6ouS58Z6zkRbrhq5TBZFYs,college,"Institute of Advanced Communication, Education, and Research (IACER)",university,27.6905768,85.33544499999999,421.69,Baneshwor
ChIJfd9gSswZ6zkRN-i3OIos1qM,college,NAMI COLLEGE bachelors block,university,27.6900881,85.3390557,461.07,Baneshwor
ChIJATyHR5YZ6zkRzL1_b8b0xLk,college,Career Uplift,university,27.6907703,85.3343678,462.34,Baneshwor
ChIJNVuTfJUZ6zkR1ZfFFsJusHU,college,Holy Vision Technical Campus,university,27.691029000000004,85.3336338,492.2,Baneshwor
ChIJJ-HqIS0Z6zkRBh9c38j4r58,college,Seed Financial Academy - New Baneshwor ( First Platinum Approved ACCA College),university,27.6901019,85.33476859999999,500.15,Baneshwor
ChIJOzefpmnSXwwRz1uOeZEpL6k,college,Road of Digital Pvt. Ltd.,university,27.6906765,85.333719,513.06,Baneshwor
ChIJd1YXSZEZ6zkRevZICokttEg,college,Uniglobe College – Nepal’s First Pioneer in MBA (Finance),university,27.68984,85.339821,517.34,Baneshwor
ChIJ4wjIc_4Z6zkRURi9kYQjkgo,college,Desi Boyz residency,university,27.6954214,85.3424134,521.53,Baneshwor
ChIJTX4xOwAZ6zkRNSFBfBNsmNU,college,Electronic department,university,27.6951044,85.3426356,532.86,Baneshwor
ChIJB5xH2wMZ6zkRoQTRrJn4_5Q,college,Durg CG vilage aaoge,university,27.6951044,85.3426356,532.86,Baneshwor
ChIJ3Xf6ZC8Z6zkRlnqT4L9UsAQ,college,KTM tinkune,university,27.6915196,85.3420486,533.78,Baneshwor
ChIJ1aYf8MgZ6zkR5ajLYvWBPBg,college,HELP EDUCATIONAL CONSULTANCY,university,27.6915196,85.3420486,533.78,Baneshwor
ChIJxQukdXMZ6zkR6RjOVJjRfOM,college,Aadesh jha,,27.6915196,85.3420486,533.78,Baneshwor
ChIJER_ml3gZ6zkRAPIDsMYtkWg,college,Shantingar sano kharibot,university,27.6915196,85.3420486,533.78,Baneshwor
ChIJq6qaCr0Z6zkR87-nQIe6jLc,college,Metro College,university,27.6912578,85.3328842,534.99,Baneshwor
ChIJx77AGZYZ6zkRxbm9rs2hjxM,college,K & K International College,university,27.6895705,85.33484229999999,548.33,Baneshwor
ChIJYxbYQJkZ6zkRDwUDibW5Nq8,college,Apex College by ING,university,27.698955,85.337974,558.49,Baneshwor
ChIJQ-MrIb0Z6zkRa7jvTJj6a2c,college,Kafka's Soft P. Ltd.,university,27.6928719,85.3317849,564.01,Baneshwor
ChIJl8VESDUZ6zkRkzaNL1QOsZ4,college,Purwanchal University Contact Office,university,27.6989615,85.33859609999999,568.88,Baneshwor
ChIJB9bVBRwZ6zkRME0RSWnydRc,college,Global Academy of Hospitality and Professional Studies,university,27.699091,85.336448,577.87,Baneshwor
ChIJTc4AOwAZ6zkRUk5N3L40SpQ,college,Ankita,university,27.6909147,85.3423116,591.97,Baneshwor
ChIJc1Jyw5sZ6zkRRpas4f2rNyI,college,Kantipur College of Management and Information Technology,university,27.6985003,85.3407015,601.52,Baneshwor
ChIJ67mLUgcZ6zkRSpGDHf0304k,college,Kathmandu School of Medical Technology,university,27.6916966,85.33175659999999,608.19,Baneshwor
ChIJme6pMgcZ6zkRnPTefUAmc5o,college,Global College International,university,27.6991859,85.33941,614.5,Baneshwor
ChIJGwJ21Emtt4cRg1Ka9fHyeZQ,college,Cubicles Reading Space - Best Reading Room in Kathmandu,educational_institution,27.6925837,85.3434731,619.12,Baneshwor
ChIJqaLbkwMZ6zkRABoHH8GHeaU,college,NCTTM Proposed Building,university,27.6979196,85.3329103,622.5,Baneshwor
ChIJ_Twn1s8Z6zkR9BO2OPqrtas,college,Home,university,27.6957996,85.3433568,622.99,Baneshwor
ChIJY8WJ4psZ6zkRqs--NfZyhw0,college,Global College Of Business And Economics,university,27.699302,85.339518,630.2,Baneshwor
ChIJO5ZBInMZ6zkRhduHfHlg_yY,college,Aviotrace Nepal School of Technology,university,27.6995625,85.33631249999999,631.77,Baneshwor
ChIJvcxfjKUZ6zkRDKTT5coYHoA,college,Global College A Levels,educational_institution,27.6998559,85.3384961,664.74,Baneshwor
ChIJi9i7RKgZ6zkRJccGQOM7RnY,college,Certified College of Accountancy (CCA) – 𝗡𝗲𝗽𝗮𝗹'𝘀 𝗳𝗶𝗿𝘀𝘁-𝗲𝘃𝗲𝗿 𝗕𝗹𝗲𝗻𝗱𝗲𝗱 𝗣𝗹𝗮𝘁𝗶𝗻𝘂𝗺 𝗔𝗽𝗽𝗿𝗼𝘃𝗲𝗱 𝗟𝗲𝗮𝗿𝗻𝗶𝗻𝗴 𝗣𝗮𝗿𝘁𝗻𝗲r,university,27.6919151,85.33089869999999,677.43,Baneshwor
ChIJyW-vGpsZ6zkRs42O2KfhVUQ,college,स्कूल अफ जियोम्याटिक्स,university,27.6979338,85.3426388,680.67,Baneshwor
ChIJJ-wX_ZUZ6zkRu3ca_WxBGtU,college,Aims Institute,university,27.6881816,85.3348809,688.03,Baneshwor
ChIJtynIC5sZ6zkRDMEV4crtZQI,college,Global College of Management,educational_institution,27.7000212,85.3388052,688.43,Baneshwor
ChIJxUD7U5wZ6zkROlZQtzgUadU,college,College of Development Studies (CDS),university,27.6984919,85.34214639999999,688.59,Baneshwor
ChIJi-WsVBIZ6zkRsfNiU4tK_80,college,FinT Learning Hub Pvt. Ltd.,educational_institution,27.6880462,85.33507999999999,695.49,Baneshwor
ChIJNxdtQLkZ6zkR9oY_DyyKNrE,college,Presidential Graduate School | Premium American Degree in Nepal,university,27.6919575,85.3306748,696.72,Baneshwor
ChIJhwah6pMZ6zkRMAv5ewexiAo,college,Loknath,university,27.6877653,85.33620169999999,698.52,Baneshwor
ChIJt2e55pUZ6zkRMxzp0ztQoco,college,CCMA,university,27.68794,85.335329,699.19,Baneshwor
ChIJ09CtkMwZ6zkRQl6yzdcyc_U,college,Easy Institute,university,27.695686100000003,85.3445117,727.92,Baneshwor
ChIJ7U7YgTkZ6zkRL286jR06UQc,college,Mentor korean institute,university,27.6874169,85.3366784,730.83,Baneshwor
ChIJo7rD2jQZ6zkRl5lmhWfVmkg,college,Seekshya Academy | ACCA College in Nepal,educational_institution,27.6873959,85.3380887,733.22,Baneshwor
ChIJzRojzpkZ6zkRTf9q8ZGSKaI,college,SAIM College,university,27.7004611,85.33909919999999,742.44,Baneshwor
ChIJDZunL5sZ6zkReRLMHmDiElo,college,Kamal Netra Chuna Muna School,university,27.6974398,85.343831,743.72,Baneshwor
ChIJRyWl_P0Z6zkRf955Jmv7pyM,college,Koteswwor multiple campus,university,27.6871914,85.33689179999999,754.17,Baneshwor
ChIJpQYpTb0X6zkR5ZgVFWIAHUk,college,Nepal Mountain Academy,university,27.6925051,85.3298715,756.76,Baneshwor
ChIJC87KJ5UZ6zkR7ylmS3zsD4I,college,Milton International College,university,27.6875904,85.33454809999999,761.17,Baneshwor
ChIJR7soTwIZ6zkRn_gdTEg4xbA,college,Tesla Booster Academy - TESLA BRIDGE COURSE,university,27.6874421,85.3349599,762.92,Baneshwor
ChIJJ7zjWqMZ6zkRUPz7vvvkWOk,college,Madan Bhandari Memorial College,university,27.6948004,85.3296471,767.07,Baneshwor
ChIJr0cy5CgZ6zkRIMED2wKwLiY,college,"Gurukul CA Institute, Baneshwor",university,27.6870493,85.3377381,769.24,Baneshwor
ChIJiYaFBs4Z6zkRRg2WO0fx_cg,college,Sudip's Room,university,27.699584800000004,85.3327729,772.61,Baneshwor
ChIJl6ftHwAZ6zkRo-xUKBuXVRA,college,Tech AI College,university,27.6869781,85.3370815,776.91,Baneshwor
ChIJzwStG0gZ6zkR1C9gZMjXrPU,college,V. S. International College,university,27.68688,85.3377709,788.2,Baneshwor
ChIJhY0VR5QZ6zkRKkuLeSqBfms,college,Nova International College,university,27.686879,85.337767,788.29,Baneshwor
ChIJdTgvA74Z6zkRf5drj1BQHPE,college,Liverpool Int´l College,university,27.6873419,85.3345069,788.4,Baneshwor
ChIJyb1-L5sZ6zkROsn-9debvZo,college,Modern Kanya College,university,27.6979671,85.3440019,789.67,Baneshwor
ChIJpShYFwAZ6zkRirCHBMv1SVY,college,Maharishi College,university,27.6871213,85.3351228,792.24,Baneshwor
ChIJlRlHOjgZ6zkRpSnHqtPshWY,college,Stamford College Kathmandu,university,27.6889127,85.34306029999999,792.32,Baneshwor
ChIJgYbzxJwZ6zkRRHJvABTfQFQ,college,NCA College of Management - PLATINUM ACCA College in Nepal,university,27.6866915,85.3374537,808.25,Baneshwor
ChIJo499uZkZ6zkRNDS6fVIkZ7g,college,Kathmandu Merryland College,university,27.6866867,85.3374597,808.79,Baneshwor
ChIJqx5uQZQZ6zkRHhZ5hvKrpwo,college,Asian College of Management & Technology,university,27.686692,85.33797,810.25,Baneshwor
ChIJEXndgJIZ6zkRmodoCtaY_hc,college,Lincoln Academy of Culinary and Hospitality Management,educational_institution,27.7011433,85.33584139999999,812.98,Baneshwor
ChIJpYWjdQAZ6zkRhmpScsuc-vc,college,Le professionnel school of hotel management,university,27.6866407,85.3375033,813.96,Baneshwor
ChIJ4av47eEY6zkReudLZfagRWQ,college,SB Computer,university,27.6867505,85.33531760000001,826.98,Baneshwor
ChIJpdipEWYZ6zkRUuoqlMn_wd0,college,Gautam rajbhar,university,27.6960671,85.3293011,829.2,Baneshwor
ChIJH1CYIAAZ6zkR-TptvC-JHK4,college,Nardevi ayurvedic campus,university,27.6919878,85.3291794,836.66,Baneshwor
ChIJe5OBl_IZ6zkRhTsnNLa6g8U,college,Chakrabarti Habi Education Academy College of Law,university,27.6913744,85.3293836,838.16,Baneshwor
ChIJVxl07QYZ6zkRdpgp3i07PHc,college,Chakrabarti College of English Language and Literature,university,27.6912628,85.32937659999999,843.14,Baneshwor
ChIJa9QUTZQZ6zkRIIptzGLwomw,college,CG Institute of Management,university,27.686321,85.336973,850.36,Baneshwor
ChIJWV6eKbwZ6zkRcZa1IeTiKVA,college,Kantipur International College,university,27.6883053,85.3313349,865.8,Baneshwor
ChIJcUwzqaQZ6zkRPKjlCjewPZo,college,Liberty College,university,27.6944171,85.3285052,875.26,Baneshwor
ChIJDx-VvpcZ6zkRNYUYtqwckHU,college,Shepherd College,university,27.6890906,85.3444154,879.2,Baneshwor
ChIJEekUCqgZ6zkRSy85uidZybs,college,Liberty Academic Network,university,27.6938505,85.3283926,884.95,Baneshwor
ChIJ0dy8rL4Z6zkRplkWUPazQNU,college,Karnali Academy of Health Sciences contact office,university,27.7016923,85.3350358,890.23,Baneshwor
ChIJn_I6Zp8Z6zkRa0aER-KsIMo,college,Mid-Western University Liasion Office,university,27.7017378,85.334903,898.58,Baneshwor
ChIJSc0cv6wZ6zkRxmtzNTuYlSI,college,Kathmandu National College,university,27.686117,85.3348903,905.9,Baneshwor
ChIJ4zSvPpIZ6zkRUCr-mmXi_io,college,Glacier HS School/College,university,27.6875088,85.34305210000001,909.1,Baneshwor
ChIJAU9GhZUZ6zkRW-Ha6oDLsck,college,Columbus HSS & College,university,27.686081,85.334896,909.6,Baneshwor
ChIJsSFQ-KUZ6zkRgXqy0-qFbds,college,HIST MASTER,university,27.6860595,85.3349592,910.26,Baneshwor
ChIJ1UxFiJwZ6zkR7R582CVUdqY,college,National Academy for Medical Sciences,educational_institution,27.7012184,85.3419419,923.65,Baneshwor
ChIJcQjZYZwZ6zkRKgwUkd0_v2U,college,Thames International College,educational_institution,27.701392,85.3419578,941.31,Baneshwor
ChIJLR_0v5UZ6zkRN1_eGVAIuTk,college,Prime Chartered Academy,university,27.6857427,85.3350087,943.08,Baneshwor
ChIJb9phFn8Z6zkRQ5pIP2-xSqM,college,Shikhar International College,university,27.6857435,85.3350042,943.1,Baneshwor
ChIJfTJPp54Z6zkRh8FmyqP_eOo,college,New Summit College,university,27.6874749,85.3435824,944.95,Baneshwor
ChIJfQpyg5UZ6zkRosAHgd_R-8M,college,Click International College,university,27.685717,85.334822,950.55,Baneshwor
ChIJPzFqyQ0Z6zkRcrokVcBFPto,college,"मीनभवन भवन परिसर, नेपाल कमर्स क्याम्पस",university,27.6853904,85.3374941,952.96,Baneshwor
ChIJ31bYgWoZ6zkRiuyZ8qKgbj0,college,"Youth Red Cross Circle, Nepal Commerce Campus",university,27.6853682,85.3373568,955.37,Baneshwor
ChIJsxNYbbsZ6zkRC0l-Z5maOdg,college,Nepal Mega College,educational_institution,27.6916607,85.3280037,957.92,Baneshwor
ChIJuY35A44Z6zkR71DiCOgMC9o,college,"Shree College of Management,",university,27.6916607,85.3280037,957.92,Baneshwor
ChIJ6wV5QFoZ6zkRnhc4t_QmbXY,college,Society FinTech,university,27.6974437,85.3284314,962.43,Baneshwor
ChIJQwgIIwAZ6zkRjQ5s-7XpbHY,college,Glacier International college,university,27.688153,85.3447023,967.84,Baneshwor
ChIJleyB8ZYZ6zkR7OeJ_9B0J7w,college,Sambal Academy,university,27.6862495,85.33265349999999,975.53,Baneshwor
ChIJKzeYjrYZ6zkRHM31USilvLI,college,YETI COLLEGE,university,27.68755,85.3303617,992.74,Baneshwor
ChIJ06KlbZIZ6zkRGiv6GI7XOws,college,Nepal Education Campus,university,27.6869751,85.3438954,1007.36,Baneshwor
ChIJrZ8lRgAZ6zkRQwvYN_627O8,college,Kshitij,university,27.6991566,85.3458848,1017.36,Baneshwor
ChIJR10JcpIZ6zkRv_b9nXGr2us,college,Bagmati Community Campus,university,27.686896,85.34400169999999,1020.81,Baneshwor
ChIJpdxRRAAZ6zkRF9dtdoPGMVY,college,Meahe budha,university,27.702465600000004,85.34145579999999,1027.39,Baneshwor
ChIJqzlbvjMZ6zkRDIDO6HUChQQ,college,Chabahil,university,27.7024657,85.34145579999999,1027.4,Baneshwor
ChIJ_zYyZZMZ6zkRml6d57QLj3Y,college,सान्त्वना कलेज,university,27.6850421,85.3401233,1027.75,Baneshwor
ChIJXbx-qr8Z6zkR25ZcrrlZbOw,college,Sakshyam boys hostel,university,27.701025,85.3306009,1030.83,Baneshwor
